age,income,gender,race,score1,score2,label
26,56148.67,female,groupA,-0.4809743518917225,6.500129356446701,0
61,53952.7,male,groupB,-0.8554979031495642,2.295882509609179,0
50,55065.61,female,groupA,0.8304972389433577,6.849073303594475,0
54,75271.06,female,groupA,1.5243099780464653,3.2337663982522695,0
23,25633.63,other,groupB,0.8630584636883905,3.570957544128321,0
34,48974.25,female,groupB,2.085697041839887,3.275600304364637,0
57,52969.81,other,groupB,0.8695685104910436,5.72470659524235,0
61,50724.31,male,groupB,0.10786344721829552,3.2044014874467273,0
40,44031.72,female,groupB,-0.1882034523904618,6.652906323475555,0
59,41979.26,female,groupA,0.14910483263154303,0.02765420738665547,0
61,72950.22,male,groupB,0.9976860014263846,3.810920737749073,0
38,48939.18,male,groupA,0.3234354114569952,6.461010681090686,0
64,86569.2,male,groupB,1.2468034813060047,4.7640515309395175,0
32,57924.12,female,groupB,-0.7363775388756303,7.1139559657415,0
30,45655.17,female,groupA,-0.21775165906141533,5.10027184641551,0
53,58290.18,female,groupA,0.479269061783891,7.983972356110987,0
51,51633.99,male,groupA,-0.8847546670820574,6.73390543833677,0
25,70129.99,female,groupA,0.4838157211994569,3.730755046341251,0
61,32484.17,male,groupB,-2.1605330555146445,6.272724256690542,0
28,22982.21,female,groupB,0.7339771336741792,0.6872694819932326,0
59,55414.72,female,groupC,-0.4824114826153711,3.161146469782943,0
18,62535.44,female,groupB,-0.2201953348197188,5.9237636005671845,0
59,54288.58,other,groupC,-0.6544996700822868,5.963727300728554,0
58,60087.13,male,groupC,0.01622565412437311,3.8328873982070335,0
58,57881.55,male,groupB,-0.850258732623766,4.538803261335423,0
52,27794.0,male,groupB,-0.8688085874349982,5.804306891582777,0
42,54218.6,male,groupC,0.3690673277553139,4.2687967419112525,0
54,69751.71,female,groupA,-2.674235139988521,2.8406565207771637,0
32,52576.5,other,groupA,-0.4179700152366755,6.309166205648715,0
58,30350.63,female,groupC,0.7026768814799356,3.8570723925000756,0
46,44992.14,other,groupC,-0.6790768014827573,6.856602819194697,0
41,58351.35,male,groupB,0.9916652460837524,6.761238526010326,0
44,76934.45,male,groupC,-1.3550849214287009,7.080485491641779,0
47,20654.81,male,groupC,-1.1539747484022835,4.105959457195343,0
19,55418.48,female,groupB,-1.763772601167989,2.7366314366718383,0
25,36016.89,female,groupC,-1.6260645910799896,5.220165845840944,0
30,57615.91,female,groupA,-1.0154338244906052,5.087586772038397,0
23,58817.47,male,groupA,0.589001471385923,4.599224655587135,0
40,46502.79,female,groupB,-1.203079018501851,4.338322498337218,0
52,59473.99,male,groupA,-0.3665554625348957,5.4099273079262415,0
52,67098.44,male,groupC,-1.4463399043060612,5.026724419728302,0
42,47531.42,female,groupC,0.24352274196730297,5.393877433797584,0
62,29942.6,female,groupA,-0.9093135505865946,3.4696515588581525,0
47,71383.59,female,groupC,1.1462720083295679,1.9581898207282822,0
22,62430.42,male,groupC,0.24256501667862845,5.967289067963167,0
57,58456.35,male,groupA,-1.659472396790576,6.088084417918987,0
47,39635.5,female,groupA,-2.1547568116474007,5.7582548491804175,0
51,64781.54,female,groupB,-0.11881801933647536,5.971069570466694,0
47,80636.38,female,groupC,-1.0797093008407208,8.43000523904798,0
46,48180.35,male,groupB,0.19217225528042692,5.64523671559271,0
22,51417.39,male,groupC,0.2348011882879242,5.130495224675215,0
47,34022.14,female,groupB,0.49760366788004484,3.398237404410459,0
59,39206.87,female,groupA,0.8501712446759141,5.93335653234017,0
33,33881.46,female,groupB,-0.4641835951873343,5.122006010757424,0
49,51962.34,female,groupB,1.0331081123842116,2.828570215284174,0
19,44888.32,female,groupC,-1.4196357382733666,4.728548388151612,0
36,55592.0,female,groupC,0.7241384052256652,6.886121444025608,0
40,36621.49,female,groupA,-0.32134714222541205,2.757286584799956,0
69,47486.65,female,groupC,1.279733329691202,4.736198831429822,0
29,35696.96,male,groupC,1.6702533149100074,5.658536415499966,0
32,52813.57,male,groupC,1.1612453322650005,3.845836456660141,0
39,25515.14,male,groupB,1.1607888762451275,5.65544411186793,0
69,52273.67,female,groupC,0.0024218334922716162,5.798224088913071,0
62,45819.05,female,groupC,-2.819754972257718,7.969478052634977,0
19,52714.46,male,groupB,1.2389748541340144,2.2393964814096883,0
30,25216.0,female,groupC,0.11832802131687231,8.293289927001833,0
60,59820.74,female,groupB,0.8998624141708297,7.149785836380018,0
21,45518.86,female,groupB,-0.25974347040318463,11.496556371065799,0
62,53256.69,male,groupC,0.6083616974952459,5.556326503900698,0
32,21948.89,male,groupA,1.2384338677746562,6.527324011192793,0
65,31359.0,male,groupA,-0.694738937167636,4.103673427123976,0
33,44147.69,male,groupA,0.5779681983886822,6.193127230121905,0
40,70632.5,male,groupB,0.005094791940313831,5.837035808225009,0
52,57909.07,female,groupC,0.3847903587551616,2.5746890531805806,0
24,51948.13,female,groupC,0.29233980316293207,3.0663427931820504,0
46,36135.38,female,groupB,1.243224841596967,5.634701692926765,0
44,33406.03,female,groupA,-0.6389410064025961,6.933887766080692,0
58,54149.83,male,groupB,0.1402492553024519,6.347889303760296,0
69,60510.34,female,groupA,0.10736195347314274,6.209892030975393,0
52,53134.61,male,groupB,0.2841715885223593,5.469720329983691,0
39,75643.36,female,groupC,-1.2448469676026077,8.50541793577173,0
39,39763.07,female,groupB,0.40256479377597326,6.75250624911539,0
39,52690.55,female,groupA,1.2228422413012483,3.633313531659919,0
60,24602.38,male,groupA,-0.4023691564988683,5.786848095264145,0
34,53165.68,male,groupA,-1.3724651936352228,5.235770646789553,0
26,72040.6,female,groupB,0.6988202876293529,2.2656584461095233,0
35,34377.37,female,groupC,-0.6915736670621391,4.986060313115082,0
19,62631.97,female,groupB,-1.432483292555039,3.3486484909591647,0
23,71615.6,male,groupC,0.014502525778889453,2.267956103169022,0
22,39654.31,female,groupA,-1.304596384844943,2.7947111642707645,0
58,57004.1,male,groupA,-1.3852814961348954,5.143400191482189,0
55,73694.48,male,groupA,0.8308799900960786,4.908648993593194,0
54,53457.13,male,groupB,0.015219978458027942,4.803116877312407,0
42,61800.72,female,groupA,-1.3024100269299161,5.377901311535709,0
55,23390.76,female,groupB,-0.5372420137043623,3.787033069514425,0
26,58957.05,male,groupA,2.4922211109846564,5.012339068067913,0
64,57758.57,female,groupC,-0.12543478679193074,4.006985711709081,0
44,30106.82,female,groupA,-0.1725083433647533,6.033581821395576,0
66,35535.07,female,groupC,-1.1570814773023375,5.354813624422258,0
25,59060.03,male,groupC,0.0156555479384163,8.08904873613281,0
43,45459.32,female,groupB,-1.2486897577355325,5.938892118233675,0
54,66679.08,female,groupA,-1.567770132404639,5.31479894123639,0
43,54660.9,male,groupA,0.2166070002014148,7.10211298905474,0
41,50846.83,female,groupA,-1.391875988019519,4.219535196178837,0
26,47443.26,female,groupC,0.22688822208402937,7.554059420077596,0
37,54390.23,other,groupC,1.78327712497661,5.225737611421736,0
30,62043.99,male,groupC,0.5913622861544885,6.408029429649952,0
33,58007.76,female,groupB,-1.5525965699833364,2.5643501423242334,0
53,43654.87,male,groupB,-0.8237708829390283,6.032760564826605,0
50,68591.56,male,groupA,-1.1545031484839978,4.213098404638985,0
49,59865.41,female,groupB,-0.08971325719138519,7.028019107061493,0
36,55778.51,female,groupC,0.4295409931314878,6.430388657609,0
67,51375.46,male,groupB,-1.467433599015166,4.6429496626496976,0
22,57500.74,male,groupC,0.039352378457323804,6.84245823776714,0
35,22524.82,other,groupC,1.1469898107926666,5.460540452962205,0
24,53619.64,female,groupA,0.06378828955195472,5.300853069236566,0
35,74602.74,female,groupC,-0.5760188659187522,5.6360413230559905,0
68,53299.8,male,groupA,1.0657581251244408,6.6310462877623335,0
37,51252.16,other,groupA,1.2637101833326336,2.6347588428724213,0
65,41061.74,female,groupC,0.06944242770257629,6.802244936842152,0
43,57390.91,other,groupC,-0.2880529714589604,4.091770500461976,0
54,47073.88,male,groupB,0.24348032066285966,6.627520167952543,0
41,69639.5,male,groupB,1.505041076297455,2.728421576792593,0
31,37045.7,female,groupA,-0.8870586296297586,2.3548135689450436,0
57,43215.43,female,groupB,0.39954222021783126,9.082740605609821,1
68,40986.83,female,groupC,1.4557677191562772,7.676565043931955,0
31,77518.69,male,groupC,1.0775780458229758,7.766592227490996,0
58,47153.52,female,groupC,-2.147195426168914,5.519795953427516,0
31,41778.84,male,groupC,0.09248684942552118,4.190712155867968,0
55,18641.08,male,groupA,0.7456398528689382,3.911842066764147,0
59,36329.42,other,groupA,0.7934966348205417,4.708677345632375,0
41,57918.27,female,groupB,1.4895655193303046,3.2219458443199467,0
56,57858.14,male,groupB,-1.168474786710585,3.5393835511965723,0
32,40231.95,female,groupC,-0.38471026301073424,9.312325823758965,0
22,41065.16,female,groupB,0.46030999004764533,6.2264594814624665,0
23,77898.07,male,groupA,0.29841595894232237,2.1513724486184183,0
41,90445.7,male,groupC,1.9098833076743573,3.6173078409235577,0
64,67246.59,female,groupB,-1.1312739732049333,5.3060124261939325,0
24,73389.2,female,groupA,1.0943339033068071,6.056001597000714,0
41,76571.38,male,groupC,0.438532176310261,1.746554065692362,0
54,83218.57,male,groupC,-0.3113836219769432,4.842945942283654,0
28,45471.08,male,groupA,0.2684591277935334,3.2096537727695393,0
55,36825.98,female,groupC,0.37559123794769805,4.587019849979487,0
33,77502.35,male,groupC,-1.876181060926832,8.753195957583621,0
60,35535.59,female,groupB,0.06886236223909227,5.867237359274635,0
48,34571.06,female,groupC,0.5761238775042445,6.8127821487781315,0
46,34915.48,male,groupB,1.0184073646521428,3.051718185081052,0
27,48029.05,female,groupC,0.1816587745753413,6.583980023601594,0
42,20234.36,female,groupC,0.5227254506565597,5.493372240051388,0
62,28503.36,male,groupB,0.4470875473977672,7.198701359595477,0
19,40664.92,female,groupA,0.31471865491898066,0.4371539733934533,0
57,32061.12,female,groupC,0.09590004242809747,6.440996278857407,0
43,65936.18,male,groupB,0.2579127030562406,2.3062563762978296,0
55,50099.72,male,groupB,0.8237061764401985,-0.9641656107689611,0
52,58655.33,female,groupC,-0.7639796006954026,5.921944348106305,0
40,57012.95,male,groupC,-0.5901341129059042,3.273067220186878,0
34,46898.4,male,groupA,-0.2625713403435273,3.312031079744661,0
50,64821.97,female,groupC,-0.30972395141041614,7.025557371889656,0
25,56782.22,male,groupA,-0.7896490254044362,7.1727435024856,0
48,45224.0,female,groupC,0.12149370877490946,4.791226842059068,0
22,24741.35,male,groupC,0.2562749672360703,3.227531332555589,0
51,57809.88,male,groupA,1.4497510807899383,1.8478652446843302,0
50,31080.45,female,groupA,-0.7473952242862497,3.6447530591188544,0
22,55704.25,male,groupC,-0.25579449461923187,5.616125995743381,0
57,51183.33,male,groupA,2.106880995385723,4.223348475856747,0
39,29594.46,male,groupC,-0.8851311622974462,6.895074693942689,0
58,53875.96,male,groupA,0.5498322148677243,6.54516613848531,0
20,52869.79,other,groupA,-1.2145556612998172,5.276436192350465,0
27,52924.21,male,groupC,0.25486539937218694,5.736684328288226,0
43,52204.95,female,groupC,-0.10746514323434235,3.1902597193711806,0
27,40214.18,female,groupB,0.6218661319725036,4.697505584178095,0
35,58874.14,female,groupA,-0.18140602187956137,7.284599235732567,0
52,39685.16,female,groupB,0.6766559653999425,6.375131731170111,0
25,33881.14,male,groupB,0.46697869848035634,5.894261493963708,0
53,60119.51,other,groupC,2.0141094227527296,6.435464740250201,0
23,64046.46,female,groupA,-0.8228142234339499,4.781905516847148,0
27,59092.97,female,groupC,-1.1452010371751409,3.0500252171063087,0
48,46892.08,male,groupA,-0.1021317931254286,5.140767948690828,0
59,20908.01,female,groupB,0.5819682932151066,4.3743467070936495,0
26,72225.35,female,groupA,0.7920932952872974,3.2715191004106345,0
33,20673.54,male,groupB,-0.5519662110347323,8.994969011753433,0
66,58790.92,male,groupA,1.7975896943680307,8.898140941958818,0
69,81653.55,female,groupA,-0.048669576510665814,8.340294285992911,0
48,52242.0,female,groupC,-1.5303342497742103,7.969470876351198,0
41,54368.5,male,groupA,0.1904672927685769,9.049950446549818,0
36,55689.81,female,groupC,-0.02600565438507478,10.30223127401975,0
49,52972.51,male,groupB,-0.23675793555482444,2.9334933488965667,0
48,85259.2,female,groupB,0.2205628877488665,7.080588545685832,0
33,37352.53,female,groupA,0.2852823513492072,4.768858225335774,0
19,35469.1,female,groupC,-0.8257528106285655,3.7253071498620587,0
25,45087.48,female,groupC,-0.9664716046485982,6.027352250232905,0
67,76112.47,female,groupC,-0.943317013136121,1.1465238038202648,0
39,41346.85,male,groupB,2.073110710960011,7.8802971599940985,0
43,56454.47,female,groupA,-0.22242741145511274,4.082304040469882,0
42,66065.13,male,groupC,1.1597036674227428,4.917519621362893,0
58,61684.75,female,groupC,1.1855311902255354,6.002803917126613,0
21,65271.11,male,groupB,-0.3736688037984933,3.636121516508025,0
22,71269.8,male,groupC,0.5180314782889691,4.682366732820131,0
32,54623.48,female,groupB,0.6402976858229663,3.9679178224634883,0
43,43144.27,male,groupA,-0.8312065465188078,4.392610846823092,0
52,52208.28,male,groupA,-0.7627437897586611,5.450502485434939,0
43,44914.2,male,groupC,0.6471129362705641,6.072360904258083,0
40,87823.28,female,groupC,-0.009353581647867967,9.101998085816028,0
66,42010.15,female,groupC,-2.1929579589941675,1.516266359397516,0
26,57247.12,female,groupA,-0.6276842030434451,4.867281566489855,0
47,27487.02,female,groupC,-0.823865892562149,5.078407630689666,0
46,51992.28,female,groupC,-0.37760872690409886,3.8261928381253556,0
42,45693.44,female,groupA,-1.481901652278751,3.7040324843108463,0
59,60135.28,male,groupC,0.09132065205333768,7.783145052452888,0
31,60526.3,male,groupC,0.2698204900081242,3.016598903524464,0
67,71254.98,female,groupB,-0.13325608102700495,5.8367429128878054,0
35,70063.54,male,groupA,-0.42414158068359237,5.945513559725048,0
46,49005.43,female,groupB,-0.6842172121713389,4.6429783494259,0
45,35834.21,female,groupB,0.31618991666508717,-0.9069241166068878,0
62,37593.4,male,groupC,-1.4866473652972814,6.9415086874312495,0
40,54541.07,male,groupA,1.8500080472631726,2.3934168238428115,0
32,52366.79,female,groupA,1.1345640188197939,3.4179729848130336,0
19,53868.9,female,groupC,-2.382968617939948,5.60073563737943,0
36,41973.35,female,groupA,1.5267003709033489,7.498979454673652,0
60,71558.56,female,groupB,0.3257299371313853,3.7447424334358033,0
18,27909.74,male,groupC,0.27978639739492284,4.982514672764399,0
64,41143.02,female,groupA,-0.3814907411981514,3.5084816757569293,0
46,33843.39,female,groupB,0.671700655507194,5.552204253802729,0
25,46865.4,female,groupA,-0.44322987767335326,5.605023575262284,0
33,68698.5,male,groupC,-0.7527161348967506,2.138685587657132,0
46,45683.69,male,groupA,-0.45328150013880425,6.832188220930203,0
34,51522.16,male,groupB,-0.4841970394807756,6.464378977784041,0
23,59963.64,male,groupA,-0.04456407637510388,5.906391324309924,0
52,44970.25,male,groupA,0.2447663164163206,6.580312031022693,0
52,55739.41,female,groupC,-2.374082691284312,5.274033111375786,0
24,53761.34,male,groupC,0.48847836689878066,5.467755219792025,0
32,33037.86,female,groupC,-0.15574587920531235,1.0164889805286723,0
30,43035.27,female,groupB,0.6972433239094153,4.642851663679452,0
52,55318.78,male,groupC,0.1837864870514598,2.1028934395505203,0
55,69232.88,male,groupB,-2.0130821172774884,6.845540644163334,0
55,69218.9,male,groupA,0.19617198623599652,1.5815399116137958,0
66,81432.31,other,groupC,-0.4847252096075057,3.182244177406755,0
57,57281.86,female,groupB,-1.8850816948351203,5.5492793126635505,0
34,43800.28,male,groupB,-0.6418415838994931,5.31454026294343,0
23,49040.72,male,groupA,-1.1698116947503439,5.547142666330829,0
49,48293.53,female,groupB,0.6085966441075847,4.434258722795907,0
65,43881.8,female,groupB,1.3598477284286685,3.262520276120302,0
68,55744.33,male,groupB,0.30854084519105446,3.379142832465936,0
29,56442.33,male,groupA,0.669199493743521,5.121323812275039,0
30,32393.64,female,groupA,-0.9882278562477484,3.4394127076501957,0
19,66322.55,female,groupC,0.633338153911263,5.7791245763295915,0
25,22447.95,male,groupC,-0.4990957897634033,4.393942309139078,0
46,46662.77,female,groupC,-1.7599255323033798,9.040167690967404,0
46,67239.73,male,groupC,-0.1612695716594076,6.459410755114894,0
37,59110.87,female,groupB,0.2703107581605213,6.771830306595153,0
34,44645.39,female,groupB,1.1238869974578136,5.670519642485931,0
61,79532.35,male,groupB,-0.3610860216803277,4.701369593828443,0
41,43398.9,male,groupB,-1.0848637304695479,6.482280328035931,0
60,19970.74,female,groupB,0.35218262899440544,4.966565921542108,0
68,56791.1,male,groupC,-0.09304201850163236,2.6418424114022074,0
34,23322.3,male,groupB,-0.6046644365450742,2.342271968701876,0
28,37528.27,male,groupA,0.20575346276735487,2.0273628357145443,0
67,59341.25,male,groupC,1.0468828653992537,8.830292521093915,0
51,43087.14,male,groupA,-0.1458888946603641,5.400552889966413,0
33,58709.14,other,groupA,2.827631020283706,5.6571311653349,0
50,32628.51,other,groupC,-1.1973989597471482,4.097436270967229,0
44,62877.2,female,groupB,0.13765082585936175,6.014468288836939,0
65,24635.8,male,groupA,0.5056551494662861,3.994690433299808,0
31,69779.47,male,groupA,-1.6784416575837744,6.090210355039309,0
69,42869.66,female,groupB,0.07894824277009238,-0.36663413637474385,0
66,72967.38,female,groupB,-1.4470227194874994,6.40071173429198,0
27,37392.32,male,groupA,-0.6985546327583491,5.520298356368332,0
26,78871.48,female,groupB,-0.7899617973408715,2.87804453359511,0
45,35635.08,female,groupC,-0.8070964720473917,5.626156488827745,0
20,23090.77,male,groupB,2.698682780647954,5.017413356934072,1
33,50646.55,female,groupB,-0.25586705226802986,5.124267763641322,0
40,68509.84,female,groupB,0.6364120792167035,6.886635356504297,0
68,61861.83,female,groupB,-1.0081112960214902,7.738601975380243,0
69,67444.57,female,groupC,0.3383290622088678,8.582654623644272,0
25,62157.8,male,groupC,-1.3746642157119917,5.722404416658839,0
64,37695.98,female,groupA,2.1527395727796663,5.864643860144241,0
22,61496.25,male,groupC,0.6184188674556248,4.663097953936931,0
56,51392.51,male,groupC,0.4379361582252817,4.933603196582261,0
61,39354.03,male,groupB,-0.396159525581669,2.9583201469754155,0
64,52690.31,female,groupC,0.23666408245811718,5.633042334260241,0
29,49155.11,female,groupB,1.7927137392237733,6.471946762205769,0
64,71239.89,male,groupB,-0.19843339380308314,2.489147936461268,0
24,42276.84,male,groupA,0.2989021104406917,6.834656650538848,0
44,41575.74,female,groupB,-1.2375821605308528,1.8918790226652593,0
42,39520.42,male,groupC,1.2668070158274083,4.332221929675036,0
34,78452.73,male,groupB,0.1569539575618359,7.254037234610292,0
19,40359.7,female,groupB,0.44079927098530897,2.527915602853914,0
58,69452.57,male,groupA,-0.9794466791301759,8.439737338837553,0
35,34529.19,male,groupB,-1.1570479593854348,5.422372658604667,0
52,57599.36,female,groupA,-0.3727163344685256,8.643849734950837,0
39,53937.64,male,groupB,0.6073569094545772,5.459620179508957,0
37,68500.53,male,groupA,0.44041906750471815,5.366275288550039,0
64,66325.68,male,groupB,0.19553143928782418,4.854308840083443,0
22,51228.35,female,groupC,-1.309634747574837,6.06688254827772,0
56,41943.86,male,groupC,-1.1887098896233217,4.154724157054853,0
56,74374.42,female,groupA,0.05523468387355275,4.885530230717229,0
37,40445.79,female,groupC,-2.5302723523893493,6.698280900556375,0
31,15984.14,female,groupC,-0.8490657161054895,2.877057606315819,0
18,22121.52,female,groupB,0.4152309207408952,6.433305237158449,0
66,25774.08,female,groupC,1.58330598658405,5.506802940807187,0
67,58935.43,male,groupB,0.032334866201081905,6.875297959797813,0
30,83217.01,male,groupC,0.8836677212249645,6.582479569853934,0
19,19400.59,other,groupC,0.8146579873176,6.157648821446814,0
24,38261.68,female,groupC,-0.6975221130359461,3.9055050181638666,0
21,51335.39,other,groupB,1.7625120770459428,6.189519314906205,0
61,73182.6,male,groupB,0.6297617152196607,4.933420198171191,0
64,38180.94,male,groupA,0.21876119360960106,4.586431375782864,0
25,58862.0,male,groupA,1.3990190570210639,8.210495983385632,0
56,46248.66,female,groupB,1.0019515420524616,5.761752274937751,0
27,89107.42,male,groupA,0.7407760158070248,5.798127935146509,0
37,52168.1,female,groupA,-1.508455051707881,9.193983943862115,0
49,55335.33,female,groupC,0.38643616344450965,4.4405747723097235,0
55,51263.85,female,groupA,0.1320615121038095,6.8096175654479545,0
63,43779.7,male,groupC,0.001122571766183955,7.6001826975656455,0
20,64248.06,male,groupB,0.7475552088296238,0.06878665654672123,0
28,32614.59,female,groupC,-0.6636829152155004,11.445401868142117,0
32,19970.56,male,groupC,0.9559379578870177,2.219033263007987,0
34,47747.08,male,groupB,-0.11075233839438811,3.9463489565428524,0
69,62233.46,male,groupB,0.7075073513057769,5.6261519332343815,0
58,41288.35,male,groupA,-1.4760337789272906,4.711496235423411,0
34,52797.36,male,groupA,0.2145272301865127,4.226575678164075,0
68,31689.56,male,groupB,-1.996567664453386,-0.1689198273695771,0
43,65939.95,female,groupB,1.3331061944690483,3.494907985898037,0
44,59778.64,female,groupB,0.24612337782364144,4.129398143288684,0
40,50295.92,other,groupB,-0.3224167198657261,4.31099937889568,0
25,52530.95,female,groupA,0.4911621694665446,5.635079195775462,0
66,29096.37,female,groupC,-0.09876320217930175,7.07754096977006,0
18,29766.6,male,groupB,-1.1602237582391006,6.4060621320009545,0
27,48170.13,female,groupC,-0.21626900408097083,8.38555998186137,0
29,57706.02,male,groupC,-0.47115773153248275,5.010920221712929,0
32,58465.68,female,groupB,-0.8458488791887266,1.4307189291838234,0
24,44556.01,female,groupA,-0.6162785922711022,3.7469282736593863,0
18,61180.68,female,groupA,-0.29836789402749014,4.972136034672173,0
53,71311.87,female,groupB,0.9574594067854159,5.2172405297887225,0
68,48669.99,female,groupA,1.0555273028033993,6.289438503177845,0
24,54644.96,male,groupA,0.4937898435912003,1.8346250261847636,0
33,46882.19,male,groupA,1.3452537758819065,2.548525297011832,0
44,48105.41,male,groupA,1.5974997610082073,7.339189214716161,0
66,52543.46,female,groupB,2.5065958499629293,5.110944690840328,0
54,75548.96,other,groupC,-1.0103975320010883,3.826628909027372,0
57,63729.15,female,groupA,0.8147786712838563,3.8078419562294226,0
48,62377.77,female,groupB,0.7862374691471187,3.9267687459205662,0
39,43193.86,female,groupA,0.35430595147858984,5.10944011485524,0
28,36527.37,female,groupA,-0.5647218391769638,8.041250209630263,0
62,55843.03,male,groupC,0.8296410546446715,6.685088458536614,0
59,68656.18,male,groupC,1.8547803615444534,2.8632318660764406,0
